longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
1.2676445067754007,-1.3679762815342846,0.3464780295574408,0.2247182653196381,0.2114690628740489,0.7722505017447289,0.3229236274813813,-0.3216542903733277,0,0,0,0,1,-0.9000197459876316
0.7036267965640458,-0.8716985178118026,1.6178072867995743,0.3420653555501485,0.591289596789311,-0.0984398883142538,0.6707993055609863,-0.0306199321704628,0,0,0,0,1,1.5186749268919375
-0.4543564668787443,-0.4550124709127414,-1.957806249193926,-0.3386394452010541,-0.4911989248691858,-0.4507780887539435,-0.4277554673219769,0.1503488006024524,0,0,0,0,1,-0.2968626365916516
1.2277140494153056,-1.3773400129252764,0.5848522652903408,-0.5568316910984092,-0.4057393047382518,-0.0066023623851116,-0.3780589418820334,-1.0149466636578153,0,0,0,0,1,-0.9832138300422496
-0.1149475793179242,0.5375430565322227,1.1410588153337744,-0.1163217156627825,-0.253811091172147,-0.48698326724524,-0.312668776829476,-0.1665833518192239,0,1,0,0,0,-0.9563490737329458
-1.1431568563403995,0.8371824610439095,-0.6864769919517926,1.0984040230514849,0.6411410418656892,1.1210564896486823,0.7885016026555896,1.448607330303204,1,0,0,0,0,0.5021472123495748
0.7984616327942728,-0.7452881440334367,-0.0508123633307258,-0.4353591172269825,-0.2870453878897325,-0.0622347098229573,-0.2917439240126577,-0.7113845106905659,1,0,0,0,0,-0.4294532080536989
-1.4775744367312051,1.0665938801231671,0.6643103438679743,-0.0512307515505463,-0.3321490762921698,-0.3766016255034826,-0.2158913325516911,2.167902773392759,0,0,0,1,0,2.5404109377381365
0.8334007829843535,-0.7031513527739791,-1.8783481706162928,-0.692055877106224,-0.5268070999237416,-0.5355511896116133,-0.4931456323745343,-1.2478688982477368,1,0,0,0,0,-0.5811090904449295
0.8883051618544854,-0.754651875424425,-1.8783481706162928,7.359054641677696,5.517087146002866,7.065770187292771,5.956940248409722,1.3453846179798512,1,0,0,0,0,0.9423825738052614
-1.43764397937111,0.9776384319087612,1.8561815225324745,-0.758063615360886,-0.8092986220232178,-0.6821380098446671,-0.8593305566688554,0.1821420276515628,0,0,0,1,0,0.2170341534540612
0.6087919603338188,-0.7780612039019026,-0.2891865990636258,-0.3537662185510808,0.1853564011673747,0.2512491527236337,0.1973745105804712,-0.8634550950363926,1,0,0,0,0,-0.4112545021667512
-0.075017121957829,0.8559099238258896,-1.242683541995226,-0.2918839639373351,-0.3867482780424888,-0.5964818558530633,-0.5009924521808411,-0.5240992427423307,0,1,0,0,0,-0.9606820989441238
-1.1531394706804217,0.795045669784452,0.5848522652903408,-0.3354307357025636,0.358649519766213,1.8857805036355777,0.3464640869003019,-0.933515997689316,1,0,0,0,0,-0.1677384852985466
